Customer ID,Recency,Frequency,Monetary,Churn,R_Score,F_Score,M_Score,RFM_Score,Segment
13763.0,154,1,1714.96,1,2,1,4,7,Risk Altında
13764.0,72,3,1521.76,0,3,3,4,10,Sadık Müşteriler
13767.0,27,37,17220.36,0,4,5,5,14,Şampiyonlar
13769.0,94,10,2796.51,1,2,5,5,12,Sadık Müşteriler
13771.0,184,4,2634.45,1,2,4,5,11,Sadık Müşteriler
13772.0,183,3,1132.13,1,2,3,4,9,Risk Altında
13774.0,83,1,345.0,0,3,1,2,6,Kayıp Müşteriler
13777.0,26,33,25977.16,0,4,5,5,14,Şampiyonlar
13778.0,105,1,178.7,1,2,1,1,4,Kayıp Müşteriler
13780.0,172,2,360.01,1,2,2,2,6,Kayıp Müşteriler
13781.0,282,1,127.84,1,1,1,1,3,Kayıp Müşteriler
13782.0,14,6,912.0,0,5,5,3,13,Şampiyonlar
13784.0,11,11,2462.79,0,5,5,5,15,Şampiyonlar
13786.0,517,1,230.39999999999998,1,1,1,1,3,Kayıp Müşteriler
13787.0,77,2,309.04,0,3,2,2,7,Risk Altında
13790.0,213,1,348.8,1,1,1,2,4,Kayıp Müşteriler
13791.0,170,2,1516.0,1,2,2,4,8,Risk Altında
13792.0,245,2,195.55,1,1,2,1,4,Kayıp Müşteriler
13798.0,2,57,37153.85,0,5,5,5,15,Şampiyonlar
13799.0,118,2,688.86,1,2,2,3,7,Risk Altında
13800.0,284,1,558.32,1,1,1,3,5,Kayıp Müşteriler
13801.0,245,1,324.8,1,1,1,2,4,Kayıp Müşteriler
13802.0,140,3,4599.42,1,2,3,5,10,Sadık Müşteriler
13803.0,257,1,277.07,1,1,1,2,4,Kayıp Müşteriler
13804.0,80,7,2635.79,0,3,5,5,13,Şampiyonlar
13805.0,54,2,924.6,0,3,2,3,8,Risk Altında
13806.0,154,1,256.38,1,2,1,2,5,Kayıp Müşteriler
13807.0,517,1,112.6,1,1,1,1,3,Kayıp Müşteriler
13808.0,48,5,1747.66,0,3,4,4,11,Sadık Müşteriler
13809.0,162,1,155.05,1,2,1,1,4,Kayıp Müşteriler
13810.0,30,3,1499.01,0,4,3,4,11,Sadık Müşteriler
13811.0,96,3,814.5,1,2,3,3,8,Risk Altında
13812.0,44,3,539.0,0,4,3,3,10,Sadık Müşteriler
13813.0,32,4,1366.8600000000001,0,4,4,4,12,Sadık Müşteriler
13814.0,124,2,1579.12,1,2,2,4,8,Risk Altında
13815.0,24,4,4027.36,0,4,4,5,13,Şampiyonlar
13816.0,25,2,571.6700000000001,0,4,2,3,9,Risk Altında
13817.0,60,2,382.98,0,3,2,2,7,Risk Altında
13819.0,39,3,1140.35,0,4,3,4,11,Sadık Müşteriler
13821.0,146,2,385.64,1,2,2,2,6,Kayıp Müşteriler
13822.0,42,2,632.0,0,4,2,3,9,Risk Altında
13823.0,20,2,957.66,0,4,2,4,10,Sadık Müşteriler
13824.0,7,5,1698.94,0,5,4,4,13,Şampiyonlar
13826.0,178,1,189.5,1,2,1,1,4,Kayıp Müşteriler
13827.0,59,3,412.05,0,3,3,2,8,Risk Altında
13828.0,24,1,209.49,0,4,1,1,6,Kayıp Müşteriler
13831.0,18,6,2202.99,0,5,5,5,15,Şampiyonlar
13832.0,21,1,52.199999999999996,0,4,1,1,6,Kayıp Müşteriler
13833.0,279,1,384.8,1,1,1,2,4,Kayıp Müşteriler
13835.0,27,4,834.57,0,4,4,3,11,Sadık Müşteriler
13837.0,6,2,271.24,0,5,2,2,9,Risk Altında
13838.0,119,4,691.73,1,2,4,3,9,Risk Altında
13841.0,341,1,85.0,1,1,1,1,3,Kayıp Müşteriler
13842.0,1,9,3385.62,0,5,5,5,15,Şampiyonlar
13844.0,13,1,361.62,0,5,1,2,8,Risk Altında
13845.0,184,1,312.98,1,2,1,2,5,Kayıp Müşteriler
13846.0,26,3,865.0600000000001,0,4,3,3,10,Sadık Müşteriler
13848.0,124,3,1255.0,1,2,3,4,9,Risk Altında
13849.0,53,2,1537.95,0,3,2,4,9,Risk Altında
13850.0,306,1,1595.48,1,1,1,4,6,Kayıp Müşteriler
13851.0,216,3,2651.46,1,1,3,5,9,Risk Altında
13853.0,59,1,1090.14,0,3,1,4,8,Risk Altında
13854.0,2,25,8109.5199999999995,0,5,5,5,15,Şampiyonlar
13856.0,96,3,388.5,1,2,3,2,7,Risk Altında
13858.0,59,1,216.17,0,3,1,1,5,Kayıp Müşteriler
13859.0,328,1,201.16,1,1,1,1,3,Kayıp Müşteriler
13860.0,16,5,1245.9,0,5,4,4,13,Şampiyonlar
13862.0,20,8,2209.36,0,4,5,5,14,Şampiyonlar
13863.0,190,1,305.78,1,1,1,2,4,Kayıp Müşteriler
13865.0,1,4,501.56,0,5,4,3,12,Sadık Müşteriler
13866.0,76,1,145.67000000000002,0,3,1,1,5,Kayıp Müşteriler
13867.0,76,3,1015.29,0,3,3,4,10,Sadık Müşteriler
13868.0,302,2,3192.54,1,1,2,5,8,Risk Altında
13869.0,125,4,3104.95,1,2,4,5,11,Sadık Müşteriler
13870.0,42,8,2770.94,0,4,5,5,14,Şampiyonlar
13871.0,24,13,6403.25,0,4,5,5,14,Şampiyonlar
13873.0,3,3,389.6,0,5,3,2,10,Sadık Müşteriler
13874.0,359,1,540.45,1,1,1,3,5,Kayıp Müşteriler
13875.0,39,5,1786.79,0,4,4,4,12,Sadık Müşteriler
13876.0,154,1,122.7,1,2,1,1,4,Kayıp Müşteriler
13877.0,88,1,117.24,0,3,1,1,5,Kayıp Müşteriler
13878.0,56,1,1281.53,0,3,1,4,8,Risk Altında
13880.0,23,13,3219.77,0,4,5,5,14,Şampiyonlar
13881.0,13,20,17159.52,0,5,5,5,15,Şampiyonlar
13882.0,13,5,1191.13,0,5,4,4,13,Şampiyonlar
13883.0,12,5,2674.48,0,5,4,5,14,Şampiyonlar
13884.0,32,5,787.6,0,4,4,3,11,Sadık Müşteriler
13885.0,202,2,506.8,1,1,2,3,6,Kayıp Müşteriler
13886.0,73,1,243.56,0,3,1,1,5,Kayıp Müşteriler
13887.0,205,1,349.55,1,1,1,2,4,Kayıp Müşteriler
13888.0,3,2,605.63,0,5,2,3,10,Sadık Müşteriler
13889.0,124,1,416.90000000000003,1,2,1,2,5,Kayıp Müşteriler
13890.0,24,10,1883.8100000000002,0,4,5,4,13,Şampiyonlar
13892.0,28,4,632.97,0,4,4,3,11,Sadık Müşteriler
13893.0,299,1,821.1,1,1,1,3,5,Kayıp Müşteriler
13894.0,25,3,564.62,0,4,3,3,10,Sadık Müşteriler
13895.0,30,4,2593.07,0,4,4,5,13,Şampiyonlar
13897.0,52,1,311.16,0,3,1,2,6,Kayıp Müşteriler
13898.0,327,1,155.93,1,1,1,1,3,Kayıp Müşteriler
13899.0,18,2,388.52,0,5,2,2,9,Risk Altında
13900.0,95,3,740.95,1,2,3,3,8,Risk Altında
13901.0,74,5,2867.2,0,3,4,5,12,Sadık Müşteriler
13904.0,296,2,332.64,1,1,2,2,5,Kayıp Müşteriler
13908.0,81,4,2369.55,0,3,4,5,12,Sadık Müşteriler
13911.0,59,9,2580.91,0,3,5,5,13,Şampiyonlar
13914.0,13,2,626.45,0,5,2,3,10,Sadık Müşteriler
13917.0,51,2,272.04,0,3,2,2,7,Risk Altında
13918.0,51,2,1212.8400000000001,0,3,2,4,9,Risk Altında
13919.0,31,2,384.81,0,4,2,2,8,Risk Altında
13922.0,353,1,172.25,1,1,1,1,3,Kayıp Müşteriler
13923.0,55,1,351.13,0,3,1,2,6,Kayıp Müşteriler
13924.0,19,6,1838.8500000000001,0,5,5,4,14,Şampiyonlar
13925.0,64,4,678.25,0,3,4,3,10,Sadık Müşteriler
13926.0,25,1,223.85000000000002,0,4,1,1,6,Kayıp Müşteriler
13927.0,76,1,348.99,0,3,1,2,6,Kayıp Müşteriler
13928.0,12,4,464.57,0,5,4,2,11,Sadık Müşteriler
13929.0,171,2,842.65,1,2,2,3,7,Risk Altında
13930.0,59,2,337.34,0,3,2,2,7,Risk Altında
13931.0,216,2,1237.53,1,1,2,4,7,Risk Altında
13932.0,296,1,307.4,1,1,1,2,4,Kayıp Müşteriler
13933.0,111,2,608.7900000000001,1,2,2,3,7,Risk Altında
13934.0,265,1,922.1,1,1,1,3,5,Kayıp Müşteriler
13936.0,181,1,376.58,1,2,1,2,5,Kayıp Müşteriler
13937.0,171,1,158.85,1,2,1,1,4,Kayıp Müşteriler
13938.0,244,1,71.66,1,1,1,1,3,Kayıp Müşteriler
13939.0,25,3,568.55,0,4,3,3,10,Sadık Müşteriler
13940.0,19,4,839.14,0,5,4,3,12,Sadık Müşteriler
13941.0,23,5,5112.96,0,4,4,5,13,Şampiyonlar
13946.0,81,3,561.5699999999999,0,3,3,3,9,Risk Altında
13947.0,215,1,90.6,1,1,1,1,3,Kayıp Müşteriler
13948.0,362,1,102.0,1,1,1,1,3,Kayıp Müşteriler
13949.0,26,6,2427.32,0,4,5,5,14,Şampiyonlar
13950.0,13,4,745.06,0,5,4,3,12,Sadık Müşteriler
13951.0,178,3,674.45,1,2,3,3,8,Risk Altında
13952.0,189,2,3251.071,1,2,2,5,9,Risk Altında
13953.0,54,7,3515.68,0,3,5,5,13,Şampiyonlar
13954.0,72,2,439.92,0,3,3,2,8,Risk Altında
13955.0,126,2,322.96,1,2,3,2,7,Risk Altında
13956.0,56,5,1026.42,0,3,4,4,11,Sadık Müşteriler
13959.0,81,3,598.2,0,3,3,3,9,Risk Altında
13960.0,23,2,230.22,0,4,3,1,8,Risk Altında
13962.0,23,2,169.55,0,4,3,1,8,Risk Altında
13963.0,253,4,664.54,1,1,4,3,8,Risk Altında
13967.0,147,1,80.7,1,2,1,1,4,Kayıp Müşteriler
13969.0,18,18,9053.94,0,5,5,5,15,Şampiyonlar
13971.0,20,8,2758.26,0,4,5,5,14,Şampiyonlar
13972.0,72,2,190.25,0,3,3,1,7,Risk Altında
13973.0,289,1,264.7,1,1,1,2,4,Kayıp Müşteriler
13974.0,51,1,413.59000000000003,0,3,1,2,6,Kayıp Müşteriler
13975.0,122,6,2526.28,1,2,5,5,12,Sadık Müşteriler
13976.0,208,1,357.98,1,1,1,2,4,Kayıp Müşteriler
13978.0,16,2,196.79000000000002,0,5,3,1,9,Risk Altında
13979.0,75,1,869.87,0,3,1,3,7,Risk Altında
13980.0,62,1,200.14,0,3,1,1,5,Kayıp Müşteriler
13982.0,41,4,1871.81,0,4,4,4,12,Sadık Müşteriler
13983.0,1,12,2603.43,0,5,5,5,15,Şampiyonlar
13984.0,28,5,920.51,0,4,4,3,11,Sadık Müşteriler
13985.0,1,15,7060.13,0,5,5,5,15,Şampiyonlar
13986.0,19,1,320.46,0,5,1,2,8,Risk Altında
13988.0,21,6,4147.96,0,4,5,5,14,Şampiyonlar
13989.0,215,2,1266.08,1,1,3,4,8,Risk Altında
13990.0,67,1,311.3,0,3,1,2,6,Kayıp Müşteriler
13991.0,14,6,855.97,0,5,5,3,13,Şampiyonlar
13992.0,91,1,76.8,1,2,1,1,4,Kayıp Müşteriler
13993.0,32,9,3466.36,0,4,5,5,14,Şampiyonlar
13994.0,41,6,2313.14,0,4,5,5,14,Şampiyonlar
13995.0,17,5,1393.69,0,5,4,4,13,Şampiyonlar
13999.0,12,12,3901.81,0,5,5,5,15,Şampiyonlar
14000.0,6,1,635.66,0,5,1,3,9,Risk Altında
14001.0,47,3,2043.0800000000002,0,3,3,4,10,Sadık Müşteriler
14002.0,136,2,529.73,1,2,3,3,8,Risk Altında
14004.0,45,7,4582.64,0,3,5,5,13,Şampiyonlar
14005.0,11,5,2874.72,0,5,4,5,14,Şampiyonlar
14006.0,7,3,962.19,0,5,3,4,12,Sadık Müşteriler
14009.0,200,2,695.61,1,1,3,3,7,Risk Altında
14012.0,161,1,328.8,1,2,1,2,5,Kayıp Müşteriler
14013.0,99,3,473.02,1,2,3,2,7,Risk Altında
14014.0,79,1,505.18,0,3,1,3,7,Risk Altında
14015.0,54,1,917.34,0,3,1,3,7,Risk Altında
14016.0,209,4,4341.21,1,1,4,5,10,Sadık Müşteriler
14019.0,48,3,1421.61,0,3,3,4,10,Sadık Müşteriler
14020.0,2,2,642.8,0,5,3,3,11,Sadık Müşteriler
14021.0,6,3,631.9,0,5,3,3,11,Sadık Müşteriler
14022.0,227,1,440.0,1,1,1,2,4,Kayıp Müşteriler
14023.0,282,2,584.07,1,1,3,3,7,Risk Altında
14024.0,64,2,327.7,0,3,3,2,8,Risk Altında
14027.0,62,1,104.82,0,3,1,1,5,Kayıp Müşteriler
14029.0,146,2,467.66,1,2,3,2,7,Risk Altında
14030.0,20,8,2360.09,0,4,5,5,14,Şampiyonlar
14031.0,23,19,17286.86,0,4,5,5,14,Şampiyonlar
14032.0,7,11,2975.59,0,5,5,5,15,Şampiyonlar
14034.0,24,3,651.8199999999999,0,4,3,3,10,Sadık Müşteriler
14035.0,30,5,1428.02,0,4,4,4,12,Sadık Müşteriler
14036.0,286,1,626.65,1,1,1,3,5,Kayıp Müşteriler
14037.0,178,2,147.20000000000002,1,2,3,1,6,Kayıp Müşteriler
14038.0,80,3,1560.38,0,3,3,4,10,Sadık Müşteriler
14039.0,183,1,152.2,1,2,1,1,4,Kayıp Müşteriler
14040.0,10,12,3614.92,0,5,5,5,15,Şampiyonlar
14041.0,268,1,141.41,1,1,1,1,3,Kayıp Müşteriler
14044.0,28,4,652.82,0,4,4,3,11,Sadık Müşteriler
14045.0,111,4,1659.75,1,2,4,4,10,Sadık Müşteriler
14046.0,286,1,154.99,1,1,1,1,3,Kayıp Müşteriler
14047.0,75,5,1308.6100000000001,0,3,4,4,11,Sadık Müşteriler
14048.0,162,1,409.93,1,2,1,2,5,Kayıp Müşteriler
14049.0,18,4,5681.72,0,5,4,5,14,Şampiyonlar
14050.0,108,2,746.36,1,2,3,3,8,Risk Altında
14051.0,19,23,15610.390000000001,0,5,5,5,15,Şampiyonlar
14052.0,21,1,225.36,0,4,1,1,6,Kayıp Müşteriler
14053.0,156,2,260.25,1,2,3,2,7,Risk Altında
14054.0,215,1,92.46,1,1,1,1,3,Kayıp Müşteriler
14055.0,108,1,725.6400000000001,1,2,1,3,6,Kayıp Müşteriler
14056.0,17,23,8214.65,0,5,5,5,15,Şampiyonlar
14057.0,25,17,6217.96,0,4,5,5,14,Şampiyonlar
14059.0,268,1,183.6,1,1,1,1,3,Kayıp Müşteriler
14060.0,24,19,6140.42,0,4,5,5,14,Şampiyonlar
14062.0,11,12,10464.85,0,5,5,5,15,Şampiyonlar
14064.0,6,5,1353.74,0,5,4,4,13,Şampiyonlar
14066.0,268,1,152.55,1,1,1,1,3,Kayıp Müşteriler
14067.0,154,2,374.7,1,2,3,2,7,Risk Altında
14068.0,322,1,265.85,1,1,1,2,4,Kayıp Müşteriler
14071.0,21,8,1438.82,0,4,5,4,13,Şampiyonlar
14073.0,153,1,151.04,1,2,1,1,4,Kayıp Müşteriler
14075.0,21,3,942.26,0,4,3,3,10,Sadık Müşteriler
14076.0,306,1,122.47,1,1,1,1,3,Kayıp Müşteriler
14077.0,42,5,499.41999999999996,0,4,4,3,11,Sadık Müşteriler
14078.0,67,6,1049.37,0,3,5,4,12,Sadık Müşteriler
14079.0,156,1,375.1,1,2,1,2,5,Kayıp Müşteriler
14080.0,153,1,45.599999999999994,1,2,1,1,4,Kayıp Müşteriler
14081.0,70,2,934.52,0,3,3,3,9,Risk Altında
14082.0,425,1,182.25,1,1,1,1,3,Kayıp Müşteriler
14083.0,38,9,1018.43,0,4,5,4,13,Şampiyonlar
14085.0,11,18,4448.54,0,5,5,5,15,Şampiyonlar
14087.0,152,1,194.42,1,2,1,1,4,Kayıp Müşteriler
14088.0,12,13,50491.81,0,5,5,5,15,Şampiyonlar
14089.0,58,1,161.0,0,3,1,1,5,Kayıp Müşteriler
14090.0,326,1,76.32000000000001,1,1,1,1,3,Kayıp Müşteriler
14092.0,25,14,4076.91,0,4,5,5,14,Şampiyonlar
14093.0,14,1,442.85,0,5,1,2,8,Risk Altında
14096.0,13,17,65164.79,0,5,5,5,15,Şampiyonlar
14098.0,275,1,147.35,1,1,1,1,3,Kayıp Müşteriler
14099.0,18,11,3104.17,0,5,5,5,15,Şampiyonlar
14100.0,139,1,194.9,1,2,1,1,4,Kayıp Müşteriler
14101.0,75,6,5976.79,0,3,5,5,13,Şampiyonlar
14102.0,13,5,1360.28,0,5,4,4,13,Şampiyonlar
14104.0,126,2,216.20999999999998,1,2,3,1,6,Kayıp Müşteriler
14105.0,240,1,1266.23,1,1,1,4,6,Kayıp Müşteriler
14107.0,53,7,2703.23,0,3,5,5,13,Şampiyonlar
14108.0,91,2,597.91,1,2,3,3,8,Risk Altında
14109.0,74,1,144.2,0,3,1,1,5,Kayıp Müşteriler
14110.0,2,12,5683.15,0,5,5,5,15,Şampiyonlar
14111.0,7,4,692.85,0,5,4,3,12,Sadık Müşteriler
14112.0,24,7,2915.15,0,4,5,5,14,Şampiyonlar
14113.0,24,4,1840.42,0,4,4,4,12,Sadık Müşteriler
14114.0,38,2,386.53,0,4,3,2,9,Risk Altında
14116.0,21,5,1382.74,0,4,4,4,12,Sadık Müşteriler
14117.0,145,1,90.0,1,2,1,1,4,Kayıp Müşteriler
14121.0,12,4,2780.15,0,5,4,5,14,Şampiyonlar
14124.0,86,1,419.58000000000004,0,3,1,2,6,Kayıp Müşteriler
14125.0,12,3,2740.43,0,5,3,5,13,Şampiyonlar
14126.0,12,3,706.1300000000001,0,5,3,3,11,Sadık Müşteriler
14127.0,94,3,709.71,1,2,3,3,8,Risk Altında
14128.0,62,2,637.5,0,3,3,3,9,Risk Altında
14129.0,19,5,1123.8600000000001,0,5,4,4,13,Şampiyonlar
14130.0,321,1,483.86,1,1,1,2,4,Kayıp Müşteriler
14132.0,4,11,3586.0299999999997,0,5,5,5,15,Şampiyonlar
14133.0,306,3,605.64,1,1,3,3,7,Risk Altında
14135.0,40,15,4690.31,0,4,5,5,14,Şampiyonlar
14138.0,121,2,982.3800000000001,1,2,3,4,9,Risk Altında
14139.0,48,1,415.82,0,3,1,2,6,Kayıp Müşteriler
14140.0,122,2,935.05,1,2,3,3,8,Risk Altında
14141.0,31,4,915.13,0,4,4,3,11,Sadık Müşteriler
14142.0,698,1,311.81,1,1,1,2,4,Kayıp Müşteriler
14143.0,135,1,115.8,1,2,1,1,4,Kayıp Müşteriler
14145.0,48,4,3742.2,0,3,4,5,12,Sadık Müşteriler
14146.0,83,5,4191.0,0,3,4,5,12,Sadık Müşteriler
14147.0,79,2,483.4,0,3,3,2,8,Risk Altında
14148.0,235,1,157.2,1,1,1,1,3,Kayıp Müşteriler
14149.0,281,1,446.62,1,1,1,2,4,Kayıp Müşteriler
14150.0,244,2,658.64,1,1,3,3,7,Risk Altında
14152.0,77,2,621.29,0,3,3,3,9,Risk Altında
14154.0,241,2,1345.62,1,1,3,4,8,Risk Altında
14155.0,268,1,118.75,1,1,1,1,3,Kayıp Müşteriler
14156.0,1,55,117379.63,0,5,5,5,15,Şampiyonlar
14157.0,21,2,432.88,0,4,3,2,9,Risk Altında
14158.0,42,1,507.66,0,4,1,3,8,Risk Altında
14159.0,21,11,4693.01,0,4,5,5,14,Şampiyonlar
14161.0,128,3,1110.52,1,2,3,4,9,Risk Altında
14162.0,175,2,289.36,1,2,3,2,7,Risk Altında
14163.0,65,4,2445.91,0,3,4,5,12,Sadık Müşteriler
14164.0,72,2,1631.77,0,3,3,4,10,Sadık Müşteriler
14165.0,99,1,122.53999999999999,1,2,1,1,4,Kayıp Müşteriler
14167.0,10,4,574.84,0,5,4,3,12,Sadık Müşteriler
14171.0,305,1,363.79,1,1,1,2,4,Kayıp Müşteriler
14173.0,12,4,450.84,0,5,4,2,11,Sadık Müşteriler
14174.0,183,1,134.46,1,2,1,1,4,Kayıp Müşteriler
14175.0,31,3,3222.3,0,4,3,5,12,Sadık Müşteriler
14176.0,299,4,576.9000000000001,1,1,4,3,8,Risk Altında
14177.0,88,4,559.41,0,3,4,3,10,Sadık Müşteriler
14178.0,30,7,1620.93,0,4,5,4,13,Şampiyonlar
14179.0,42,2,719.78,0,4,3,3,10,Sadık Müşteriler
14180.0,12,25,4748.52,0,5,5,5,15,Şampiyonlar
14184.0,245,1,452.89,1,1,1,2,4,Kayıp Müşteriler
14185.0,10,1,197.65,0,5,1,1,7,Risk Altında
14188.0,73,6,2054.36,0,3,5,4,12,Sadık Müşteriler
14189.0,18,15,4654.08,0,5,5,5,15,Şampiyonlar
14191.0,11,13,4684.76,0,5,5,5,15,Şampiyonlar
14193.0,271,2,853.39,1,1,3,3,7,Risk Altında
14194.0,20,21,11349.52,0,4,5,5,14,Şampiyonlar
14195.0,203,2,1012.0,1,1,3,4,8,Risk Altında
14196.0,108,1,335.52,1,2,1,2,5,Kayıp Müşteriler
14198.0,20,4,701.4,0,4,4,3,11,Sadık Müşteriler
14199.0,220,1,185.39999999999998,1,1,1,1,3,Kayıp Müşteriler
14201.0,62,7,747.44,0,3,5,3,11,Sadık Müşteriler
14204.0,152,1,161.03,1,2,1,1,4,Kayıp Müşteriler
14205.0,18,2,466.7,0,5,3,2,10,Sadık Müşteriler
14206.0,241,1,328.15999999999997,1,1,1,2,4,Kayıp Müşteriler
14208.0,185,1,151.74,1,2,1,1,4,Kayıp Müşteriler
14209.0,12,6,2073.43,0,5,5,5,15,Şampiyonlar
14210.0,107,6,1905.8400000000001,1,2,5,4,11,Sadık Müşteriler
14211.0,55,9,2241.1,0,3,5,5,13,Şampiyonlar
14212.0,32,1,1070.48,0,4,1,4,9,Risk Altında
14214.0,52,5,1004.38,0,3,4,4,11,Sadık Müşteriler
14215.0,13,6,1789.72,0,5,5,4,14,Şampiyonlar
14216.0,18,4,1839.3,0,5,4,4,13,Şampiyonlar
14217.0,13,17,2004.98,0,5,5,4,14,Şampiyonlar
14218.0,44,1,169.48000000000002,0,4,1,1,6,Kayıp Müşteriler
14219.0,213,1,89.94,1,1,1,1,3,Kayıp Müşteriler
14220.0,190,2,632.4,1,1,3,3,7,Risk Altında
14221.0,44,9,3432.8,0,4,5,5,14,Şampiyonlar
14222.0,179,1,683.17,1,2,1,3,6,Kayıp Müşteriler
14223.0,124,3,991.13,1,2,3,4,9,Risk Altında
14224.0,112,4,1050.12,1,2,4,4,10,Sadık Müşteriler
14226.0,30,5,2232.19,0,4,4,5,13,Şampiyonlar
14227.0,28,10,3350.96,0,4,5,5,14,Şampiyonlar
14229.0,53,3,1547.2,0,3,3,4,10,Sadık Müşteriler
14231.0,96,3,925.71,1,2,3,3,8,Risk Altında
14232.0,44,5,2048.07,0,4,4,4,12,Sadık Müşteriler
14233.0,6,4,1462.72,0,5,4,4,13,Şampiyonlar
14234.0,23,4,775.46,0,4,4,3,11,Sadık Müşteriler
14235.0,77,5,3144.86,0,3,4,5,12,Sadık Müşteriler
14236.0,82,2,490.86,0,3,3,3,9,Risk Altında
14237.0,698,1,161.0,1,1,1,1,3,Kayıp Müşteriler
14238.0,328,1,146.85,1,1,1,1,3,Kayıp Müşteriler
14239.0,45,11,2380.85,0,3,5,5,13,Şampiyonlar
14240.0,91,2,890.34,1,2,3,3,8,Risk Altında
14241.0,96,1,213.70000000000002,1,2,1,1,4,Kayıp Müşteriler
14242.0,236,2,280.55,1,1,3,2,6,Kayıp Müşteriler
14243.0,129,10,2588.77,1,2,5,5,12,Sadık Müşteriler
14245.0,250,2,1693.45,1,1,3,4,8,Risk Altında
14246.0,112,3,1474.06,1,2,3,4,9,Risk Altında
14247.0,191,1,136.76999999999998,1,1,1,1,3,Kayıp Müşteriler
14248.0,320,1,302.58,1,1,1,2,4,Kayıp Müşteriler
14250.0,32,3,1904.05,0,4,3,4,11,Sadık Müşteriler
14251.0,12,5,2879.7000000000003,0,5,4,5,14,Şampiyonlar
14256.0,262,2,969.0600000000001,1,1,3,4,8,Risk Altında
14257.0,125,5,3099.7200000000003,1,2,4,5,11,Sadık Müşteriler
14258.0,11,9,12669.98,0,5,5,5,15,Şampiyonlar
14259.0,143,1,120.0,1,2,1,1,4,Kayıp Müşteriler
14261.0,52,2,1163.45,0,3,3,4,10,Sadık Müşteriler
14262.0,19,8,2618.23,0,5,5,5,15,Şampiyonlar
14264.0,126,2,333.97,1,2,3,2,7,Risk Altında
14265.0,111,2,530.18,1,2,3,3,8,Risk Altında
14267.0,164,3,1516.24,1,2,3,4,9,Risk Altında
14270.0,10,1,492.65000000000003,0,5,1,3,9,Risk Altında
14271.0,227,1,112.32,1,1,1,1,3,Kayıp Müşteriler
14272.0,75,2,437.96,0,3,3,2,8,Risk Altında
14273.0,37,4,559.97,0,4,4,3,11,Sadık Müşteriler
14276.0,5,3,1119.74,0,5,3,4,12,Sadık Müşteriler
14277.0,17,3,4216.2,0,5,3,5,13,Şampiyonlar
14280.0,198,1,134.04,1,1,1,1,3,Kayıp Müşteriler
14282.0,21,15,3729.34,0,4,5,5,14,Şampiyonlar
14284.0,88,2,595.25,0,3,3,3,9,Risk Altında
14285.0,23,4,1910.01,0,4,4,4,12,Sadık Müşteriler
14286.0,25,3,4628.75,0,4,3,5,12,Sadık Müşteriler
14287.0,200,3,176.63,1,1,3,1,5,Kayıp Müşteriler
14288.0,67,1,426.6,0,3,1,2,6,Kayıp Müşteriler
14289.0,7,6,911.26,0,5,5,3,13,Şampiyonlar
14290.0,13,5,2314.65,0,5,4,5,14,Şampiyonlar
14291.0,33,11,3883.25,0,4,5,5,14,Şampiyonlar
14292.0,2,9,4871.93,0,5,5,5,15,Şampiyonlar
14293.0,149,4,1046.56,1,2,4,4,10,Sadık Müşteriler
14295.0,42,1,166.20000000000002,0,4,1,1,6,Kayıp Müşteriler
14297.0,19,4,1305.33,0,5,4,4,13,Şampiyonlar
14298.0,54,44,51527.3,0,3,5,5,13,Şampiyonlar
14299.0,1,9,3965.62,0,5,5,5,15,Şampiyonlar
14300.0,20,1,43.2,0,4,1,1,6,Kayıp Müşteriler
14301.0,119,1,640.14,1,2,1,3,6,Kayıp Müşteriler
14304.0,340,1,383.45,1,1,1,2,4,Kayıp Müşteriler
14305.0,73,3,1858.96,0,3,3,4,10,Sadık Müşteriler
14306.0,53,2,2093.32,0,3,3,5,11,Sadık Müşteriler
14307.0,2,6,2995.72,0,5,5,5,15,Şampiyonlar
14309.0,30,9,2352.53,0,4,5,5,14,Şampiyonlar
14311.0,37,1,310.26,0,4,1,2,7,Risk Altında
14312.0,38,6,1611.59,0,4,5,4,13,Şampiyonlar
14314.0,108,1,120.0,1,2,1,1,4,Kayıp Müşteriler
14315.0,46,6,2481.13,0,3,5,5,13,Şampiyonlar
14317.0,184,1,508.58000000000004,1,2,1,3,6,Kayıp Müşteriler
14320.0,40,2,477.79,0,4,3,2,9,Risk Altında
14321.0,12,5,1530.75,0,5,4,4,13,Şampiyonlar
14323.0,116,2,605.0600000000001,1,2,3,3,8,Risk Altında
14326.0,37,1,183.85,0,4,1,1,6,Kayıp Müşteriler
14327.0,165,1,311.65,1,2,1,2,5,Kayıp Müşteriler
14329.0,19,7,5014.84,0,5,5,5,15,Şampiyonlar
14331.0,137,2,462.65999999999997,1,2,3,2,7,Risk Altında
14332.0,24,3,866.31,0,4,3,3,10,Sadık Müşteriler
14333.0,276,1,415.2,1,1,1,2,4,Kayıp Müşteriler
14334.0,18,8,2552.21,0,5,5,5,15,Şampiyonlar
14335.0,18,2,468.26,0,5,3,2,10,Sadık Müşteriler
14336.0,18,4,1614.91,0,5,4,4,13,Şampiyonlar
14338.0,198,2,588.22,1,1,3,3,7,Risk Altında
14339.0,37,1,309.52,0,4,1,2,7,Risk Altında
14340.0,220,1,134.7,1,1,1,1,3,Kayıp Müşteriler
14341.0,47,8,2182.28,0,3,5,5,13,Şampiyonlar
